vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,year_stolen,month_stolen,month_name,day_of_week,make_name,make_type,region,country,population,density,vehicle_age,quarter,age_group,is_luxury,is_twowheeler,theft_per_100k,day_order,month_order,quarter_order,age_group_order
131,Roadbike,565,2002,EXC,Orange,2022-02-13,101,2022,2,Feb,Sunday,KTM,Standard,Northland,New Zealand,201500.0,16.11,20,Q1,11-20 years,0,1,116.13,7,5,1,3
132,Trailer,623,2019,JOBMATE,Silver,2022-03-13,104,2022,3,Mar,Sunday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,3,Q1,0-5 years,0,0,127.98,7,6,1,1
133,Trailer,623,2022,ENSOL TANKER,Silver,2022-04-01,108,2022,4,Apr,Friday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,0,Q2,0-5 years,0,0,53.83,5,7,2,1
134,Trailer,623,2019,BRAKED TANDEM,Silver,2021-12-17,104,2021,12,Dec,Friday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,2,Q4,0-5 years,0,0,127.98,5,3,4,1
135,Trailer,623,1980,HARENG,Grey,2021-12-31,103,2021,12,Dec,Friday,Trailer,Standard,Waikato,New Zealand,513800.0,21.5,41,Q4,20+ years,0,0,71.82,5,3,4,4
136,Trailer,623,2019,HOMEBUILT,Silver,2022-03-13,115,2022,3,Mar,Sunday,Trailer,Standard,Otago,New Zealand,246000.0,7.89,3,Q1,0-5 years,0,0,56.5,7,6,1,1
137,Trailer,616,2019,DOMESTIC TRAILER,Silver,2021-10-29,102,2021,10,Oct,Friday,Titan,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,5,1,4,1
138,Trailer,623,1962,HOMEMADE,Green,2022-02-16,114,2022,2,Feb,Wednesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,60,Q1,20+ years,0,0,100.76,3,5,1,4
139,Trailer,623,1997,SPACEE 2000,White,2021-11-16,107,2021,11,Nov,Tuesday,Trailer,Standard,Taranaki,New Zealand,127300.0,17.55,24,Q4,20+ years,0,0,87.98,2,2,4,4
140,Trailer,514,2018,8X4 TANDEM TIPPER,Silver,2022-03-18,114,2022,3,Mar,Friday,Briford,Standard,Canterbury,New Zealand,655000.0,14.72,4,Q1,0-5 years,0,0,100.76,5,6,1,1
141,Trailer,538,2019,BRENT SMITH TRAILERS,Silver,2021-12-30,109,2021,12,Dec,Thursday,Factory Built,Standard,Wellington,New Zealand,543500.0,67.52,2,Q4,0-5 years,0,0,76.72,4,3,4,1
142,Trailer,623,2019,TASMAN8X5TB,Silver,2021-10-10,111,2021,10,Oct,Sunday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,2,Q4,0-5 years,0,0,168.81,7,1,4,1
143,Boat Trailer,623,2019,MAKZ,Silver,2021-12-14,109,2021,12,Dec,Tuesday,Trailer,Standard,Wellington,New Zealand,543500.0,67.52,2,Q4,0-5 years,0,0,76.72,2,3,4,1
144,Trailer,595,2019,ENCLOSED TRAILER,Silver,2021-10-19,102,2021,10,Oct,Tuesday,Pinto,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,2,1,4,1
145,Trailer,623,2019,ELITE 8X4,Silver,2022-02-28,114,2022,2,Feb,Monday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,1,5,1,1
146,Trailer - Heavy,623,2019,TRANSPORTER,Silver,2021-12-27,105,2021,12,Dec,Monday,Trailer,Standard,Gisborne,New Zealand,52100.0,6.21,2,Q4,0-5 years,0,0,335.89,1,3,4,1
147,Trailer,623,2019,DOMESTIC,Grey,2022-03-09,102,2022,3,Mar,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,0,96.15,3,6,1,1
148,Trailer,538,2015,DOMESTIC TRAILER,Silver,2022-03-21,101,2022,3,Mar,Monday,Factory Built,Standard,Northland,New Zealand,201500.0,16.11,7,Q1,6-10 years,0,0,116.13,1,6,1,2
149,Trailer - Heavy,514,2015,TRAILER 8X4,Silver,2021-12-08,102,2021,12,Dec,Wednesday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,3,3,4,2
150,Caravan,519,2008,XPLORE 452,White,2021-12-26,104,2021,12,Dec,Sunday,Caravan,Standard,Bay of Plenty,New Zealand,347700.0,28.8,13,Q4,11-20 years,0,0,127.98,7,3,4,3
151,Trailer,595,2015,BRAKED TANDEM,Silver,2022-02-18,103,2022,2,Feb,Friday,Pinto,Standard,Waikato,New Zealand,513800.0,21.5,7,Q1,6-10 years,0,0,71.82,5,5,1,2
152,Trailer,623,2015,HOBBS,Silver,2021-11-12,105,2021,11,Nov,Friday,Trailer,Standard,Gisborne,New Zealand,52100.0,6.21,6,Q4,6-10 years,0,0,335.89,5,2,4,2
153,Trailer,623,2015,WILPRO,Silver,2021-11-22,104,2021,11,Nov,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,6,Q4,6-10 years,0,0,127.98,1,2,4,2
154,Trailer - Heavy,514,2015,TRAILER,Silver,2022-01-24,102,2022,1,Jan,Monday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,0,96.15,1,4,1,2
155,Trailer - Heavy,514,2015,TRAILER,Silver,2022-03-08,102,2022,3,Mar,Tuesday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,0,96.15,2,6,1,2
156,Trailer - Heavy,514,2015,OTHER COMMERCIAL TRA,Silver,2022-01-06,114,2022,1,Jan,Thursday,Briford,Standard,Canterbury,New Zealand,655000.0,14.72,7,Q1,6-10 years,0,0,100.76,4,4,1,2
157,Trailer,623,2015,SINGLE AXLE 7X4,Silver,2022-02-19,114,2022,2,Feb,Saturday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,7,Q1,6-10 years,0,0,100.76,6,5,1,2
158,Caravan,606,2007,ALPINE  4T2A,White,2022-01-29,109,2022,1,Jan,Saturday,Sprite,Standard,Wellington,New Zealand,543500.0,67.52,15,Q1,11-20 years,0,0,76.72,6,4,1,3
159,Trailer,623,2015,FACTORY BUILT,Silver,2022-01-10,106,2022,1,Jan,Monday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,7,Q1,6-10 years,0,0,54.73,1,4,1,2
160,Saloon,587,1989,SKYLINE,Blue,2022-02-03,109,2022,2,Feb,Thursday,Nissan,Standard,Wellington,New Zealand,543500.0,67.52,33,Q1,20+ years,0,0,76.72,4,5,1,4
161,Boat Trailer,623,2015,YAMAHA VXR,Silver,2021-11-10,114,2021,11,Nov,Wednesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,6,Q4,6-10 years,0,0,100.76,3,2,4,2
162,Trailer - Heavy,514,2015,TRAILER,Silver,2021-10-12,109,2021,10,Oct,Tuesday,Briford,Standard,Wellington,New Zealand,543500.0,67.52,6,Q4,6-10 years,0,0,76.72,2,1,4,2
163,Trailer,623,2015,ROADLINE,Silver,2021-10-30,101,2021,10,Oct,Saturday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,6,Q4,6-10 years,0,0,116.13,6,1,4,2
164,Trailer,623,2015,TRAYLA,Silver,2022-01-13,109,2022,1,Jan,Thursday,Trailer,Standard,Wellington,New Zealand,543500.0,67.52,7,Q1,6-10 years,0,0,76.72,4,4,1,2
165,Trailer - Heavy,514,2015,TRAILER,Silver,2021-12-31,103,2021,12,Dec,Friday,Briford,Standard,Waikato,New Zealand,513800.0,21.5,6,Q4,6-10 years,0,0,71.82,5,3,4,2
166,Trailer - Heavy,514,2015,TRAILER,Silver,2021-12-08,102,2021,12,Dec,Wednesday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,3,3,4,2
167,Caravan,525,1972,HALF VISTA,Red,2022-03-16,104,2022,3,Mar,Wednesday,Classic,Standard,Bay of Plenty,New Zealand,347700.0,28.8,50,Q1,20+ years,0,0,127.98,3,6,1,4
168,Trailer - Heavy,623,2015,CANTERBURY FABRICAT,White,2022-03-08,107,2022,3,Mar,Tuesday,Trailer,Standard,Taranaki,New Zealand,127300.0,17.55,7,Q1,6-10 years,0,0,87.98,2,6,1,2
169,Trailer,623,2015,4.5M FLATDECK,Silver,2022-01-28,103,2022,1,Jan,Friday,Trailer,Standard,Waikato,New Zealand,513800.0,21.5,7,Q1,6-10 years,0,0,71.82,5,4,1,2
170,Trail Bike,565,2020,SFX,Orange,2021-11-08,114,2021,11,Nov,Monday,KTM,Standard,Canterbury,New Zealand,655000.0,14.72,1,Q4,0-5 years,0,0,100.76,1,2,4,1
171,Trailer,623,2016,ELITE 8X4,Silver,2022-03-30,114,2022,3,Mar,Wednesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,6,Q1,6-10 years,0,0,100.76,3,6,1,2
172,Trailer,623,2019,ROADCHIEF 8X5,Silver,2022-03-24,115,2022,3,Mar,Thursday,Trailer,Standard,Otago,New Zealand,246000.0,7.89,3,Q1,0-5 years,0,0,56.5,4,6,1,1
173,Trailer,623,1998,LOCAL,Silver,2021-12-25,107,2021,12,Dec,Saturday,Trailer,Standard,Taranaki,New Zealand,127300.0,17.55,23,Q4,20+ years,0,0,87.98,6,3,4,4
174,Boat Trailer,623,2012,BOAT,Silver,2021-12-22,102,2021,12,Dec,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,9,Q4,6-10 years,0,0,96.15,3,3,4,2
175,Trailer - Heavy,623,2019,MM INDUSTRIES,Silver,2021-10-11,102,2021,10,Oct,Monday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,1,1,4,1
176,Trailer,562,2019,KC85E,Silver,2022-04-01,104,2022,4,Apr,Friday,Kea,Standard,Bay of Plenty,New Zealand,347700.0,28.8,3,Q2,0-5 years,0,0,127.98,5,7,2,1
177,Trailer,562,2019,KC106AB,Silver,2022-03-29,103,2022,3,Mar,Tuesday,Kea,Standard,Waikato,New Zealand,513800.0,21.5,3,Q1,0-5 years,0,0,71.82,2,6,1,1
178,Boat Trailer,623,2019,BOAT TRAILER,Silver,2022-02-12,102,2022,2,Feb,Saturday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,0,96.15,6,5,1,1
179,Trailer - Heavy,562,2019,CAGE,Silver,2021-11-24,103,2021,11,Nov,Wednesday,Kea,Standard,Waikato,New Zealand,513800.0,21.5,2,Q4,0-5 years,0,0,71.82,3,2,4,1
180,Moped,629,1963,SPORTIQUE,Cream,2021-12-07,115,2021,12,Dec,Tuesday,Vespa,Standard,Otago,New Zealand,246000.0,7.89,58,Q4,20+ years,0,1,56.5,2,3,4,4
181,Trailer,514,2019,5X4,Silver,2021-11-02,114,2021,11,Nov,Tuesday,Briford,Standard,Canterbury,New Zealand,655000.0,14.72,2,Q4,0-5 years,0,0,100.76,2,2,4,1
182,Trailer,623,2019,CTDIG,Silver,2021-11-22,104,2021,11,Nov,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,2,Q4,0-5 years,0,0,127.98,1,2,4,1
183,Roadbike,611,2005,DR-Z400,Yellow,2021-10-12,114,2021,10,Oct,Tuesday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,16,Q4,11-20 years,0,1,100.76,2,1,4,3
184,Trailer,599,2019,DOMESTIC TRAILER,Grey,2021-10-28,101,2021,10,Oct,Thursday,Rhino,Standard,Northland,New Zealand,201500.0,16.11,2,Q4,0-5 years,0,0,116.13,4,1,4,1
185,Trailer,549,1990,TRAILER,Blue,2022-03-19,109,2022,3,Mar,Saturday,Homebuilt,Standard,Wellington,New Zealand,543500.0,67.52,32,Q1,20+ years,0,0,76.72,6,6,1,4
186,Trailer,623,1981,HOMEMADE,Grey,2022-02-16,102,2022,2,Feb,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,41,Q1,20+ years,0,0,96.15,3,5,1,4
187,Trailer,623,2019,TRAYLA,Silver,2022-02-04,106,2022,2,Feb,Friday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,3,Q1,0-5 years,0,0,54.73,5,5,1,1
188,Boat Trailer,513,2019,357J,Silver,2021-12-16,102,2021,12,Dec,Thursday,Bricon,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,4,3,4,1
189,Trailer,623,2019,SMASH PALACE,Silver,2022-03-07,114,2022,3,Mar,Monday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,1,6,1,1
190,Trailer,623,1996,BRIFORD 5X4 SHUTTLE,White,2021-10-31,114,2021,10,Oct,Sunday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,25,Q4,20+ years,0,0,100.76,7,1,4,4
191,Trailer,623,2019,DIAMOND,Silver,2022-01-19,106,2022,1,Jan,Wednesday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,3,Q1,0-5 years,0,0,54.73,3,4,1,1
192,Trailer,562,2019,K844XA,Silver,2022-04-02,103,2022,4,Apr,Saturday,Kea,Standard,Waikato,New Zealand,513800.0,21.5,3,Q2,0-5 years,0,0,71.82,6,7,2,1
193,Trailer,623,2019,TUFF,Silver,2021-11-01,102,2021,11,Nov,Monday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,1,2,4,1
194,Caravan,623,2006,DMW,White,2021-12-07,102,2021,12,Dec,Tuesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q4,11-20 years,0,0,96.15,2,3,4,3
195,Trailer - Heavy,514,2015,TRAILER,Silver,2022-03-08,102,2022,3,Mar,Tuesday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,0,96.15,2,6,1,2
196,Trailer,623,1979,HOMEMADE,Green,2021-12-02,114,2021,12,Dec,Thursday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,42,Q4,20+ years,0,0,100.76,4,3,4,4
197,Trailer - Heavy,623,2019,CABLE DRUM,Silver,2022-03-13,111,2022,3,Mar,Sunday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,3,Q1,0-5 years,0,0,168.81,7,6,1,1
198,Trailer,623,1999,LOCAL,Silver,2022-02-02,102,2022,2,Feb,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,23,Q1,20+ years,0,0,96.15,3,5,1,4
199,Trailer,623,1998,KING,Silver,2022-02-19,106,2022,2,Feb,Saturday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,24,Q1,20+ years,0,0,54.73,6,5,1,4
200,Trailer,623,2001,HOME BUILT,Grey,2021-10-14,115,2021,10,Oct,Thursday,Trailer,Standard,Otago,New Zealand,246000.0,7.89,20,Q4,11-20 years,0,0,56.5,4,1,4,3
201,Trailer - Heavy,623,2019,IFOR WILLIAMS,Silver,2022-01-07,101,2022,1,Jan,Friday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,3,Q1,0-5 years,0,0,116.13,5,4,1,1
202,Trailer,623,1977,LOCAL,Orange,2021-10-25,104,2021,10,Oct,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,44,Q4,20+ years,0,0,127.98,1,1,4,4
203,Roadbike,625,2004,SPEEDTRIPLE,Red,2022-02-10,108,2022,2,Feb,Thursday,Triumph,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,18,Q1,11-20 years,0,1,53.83,4,5,1,3
204,Trailer,623,2019,DOLY,Grey,2021-11-29,106,2021,11,Nov,Monday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,2,Q4,0-5 years,0,0,54.73,1,2,4,1
205,Trailer,623,2019,SINGLE AXLE,Grey,2021-12-15,114,2021,12,Dec,Wednesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,2,Q4,0-5 years,0,0,100.76,3,3,4,1
206,Roadbike,611,2005,GN250,Black,2022-04-02,102,2022,4,Apr,Saturday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q2,11-20 years,0,1,96.15,6,7,2,3
207,Roadbike,550,1985,XL250,White,2022-03-27,109,2022,3,Mar,Sunday,Honda,Standard,Wellington,New Zealand,543500.0,67.52,37,Q1,20+ years,0,1,76.72,7,6,1,4
208,Trailer,623,2019,ROOFLINE,Grey,2022-02-14,111,2022,2,Feb,Monday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,3,Q1,0-5 years,0,0,168.81,1,5,1,1
209,Trailer,623,2019,T D ENGINEERING,Silver,2022-03-17,107,2022,3,Mar,Thursday,Trailer,Standard,Taranaki,New Zealand,127300.0,17.55,3,Q1,0-5 years,0,0,87.98,4,6,1,1
210,Trailer,623,2015,TRADETESTED 7 X 4,Silver,2021-10-12,102,2021,10,Oct,Tuesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,2,1,4,2
211,Trailer,623,2015,VULCAN,Silver,2021-11-01,102,2021,11,Nov,Monday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,1,2,4,2
212,Trailer,623,2016,HOME MADE,Grey,2022-03-01,109,2022,3,Mar,Tuesday,Trailer,Standard,Wellington,New Zealand,543500.0,67.52,6,Q1,6-10 years,0,0,76.72,2,6,1,2
213,Caravan,504,1976,CARAVAN,White,2021-12-01,102,2021,12,Dec,Wednesday,Anglo,Standard,Auckland,New Zealand,1695200.0,343.09,45,Q4,20+ years,0,0,96.15,3,3,4,4
214,Trailer - Heavy,597,2015,TRAILER,Silver,2021-10-11,102,2021,10,Oct,Monday,Reid,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,1,1,4,2
215,Trailer,572,2015,DOMESTIC TRAILER,Silver,2022-04-03,115,2022,4,Apr,Sunday,Lochiel,Standard,Otago,New Zealand,246000.0,7.89,7,Q2,6-10 years,0,0,56.5,7,7,2,2
216,Trailer,514,2008,TRAILER 8X4,Silver,2022-02-10,102,2022,2,Feb,Thursday,Briford,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q1,11-20 years,0,0,96.15,4,5,1,3
217,Trailer - Heavy,623,1985,SLOAN,Blue,2022-02-22,103,2022,2,Feb,Tuesday,Trailer,Standard,Waikato,New Zealand,513800.0,21.5,37,Q1,20+ years,0,0,71.82,2,5,1,4
218,Trailer,616,2015,7X4,Silver,2021-12-23,102,2021,12,Dec,Thursday,Titan,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,0,96.15,4,3,4,2
219,Trailer,623,2002,HOMEBUILT,Grey,2022-01-31,114,2022,1,Jan,Monday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,20,Q1,11-20 years,0,0,100.76,1,4,1,3
220,Trailer,623,2016,DOMESTIC,Silver,2021-11-22,101,2021,11,Nov,Monday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,5,Q4,0-5 years,0,0,116.13,1,2,4,1
221,Boat Trailer,623,2000,JETSKI,Black,2021-12-25,103,2021,12,Dec,Saturday,Trailer,Standard,Waikato,New Zealand,513800.0,21.5,21,Q4,20+ years,0,0,71.82,6,3,4,4
222,Trailer,623,2016,TANDEM,Silver,2022-04-04,106,2022,4,Apr,Monday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,6,Q2,6-10 years,0,0,54.73,1,7,2,2
223,Trailer - Heavy,623,2016,FURN,White,2022-01-17,104,2022,1,Jan,Monday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,6,Q1,6-10 years,0,0,127.98,1,4,1,2
224,Trailer,572,2016,3X2 PLATFORM,Silver,2022-02-27,115,2022,2,Feb,Sunday,Lochiel,Standard,Otago,New Zealand,246000.0,7.89,6,Q1,6-10 years,0,0,56.5,7,5,1,2
225,Trailer,623,2019,HOMEBUILT,Silver,2022-01-26,108,2022,1,Jan,Wednesday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,3,Q1,0-5 years,0,0,53.83,3,4,1,1
226,Trailer,623,2019,GORILLA,Silver,2022-01-25,114,2022,1,Jan,Tuesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,2,4,1,1
227,Roadbike,611,2007,UZ,Grey,2021-12-18,102,2021,12,Dec,Saturday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,1,96.15,6,3,4,3
228,Trailer,549,1990,TRAILER,Grey,2022-02-10,114,2022,2,Feb,Thursday,Homebuilt,Standard,Canterbury,New Zealand,655000.0,14.72,32,Q1,20+ years,0,0,100.76,4,5,1,4
229,Caravan,525,1979,DIPLOMAT,Blue,2022-01-28,108,2022,1,Jan,Friday,Classic,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,43,Q1,20+ years,0,0,53.83,5,4,1,4
230,Trailer - Heavy,623,1976,LOCAL,Silver,2022-01-22,108,2022,1,Jan,Saturday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,46,Q1,20+ years,0,0,53.83,6,4,1,4
231,Trailer,549,1987,TRAILER,Red,2022-03-05,115,2022,3,Mar,Saturday,Homebuilt,Standard,Otago,New Zealand,246000.0,7.89,35,Q1,20+ years,0,0,56.5,6,6,1,4
232,Trailer,616,2019,DOMESTIC TRAILER,Silver,2022-03-03,102,2022,3,Mar,Thursday,Titan,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,0,96.15,4,6,1,1
233,Trailer,623,2019,HOMEMADE,Silver,2021-12-06,108,2021,12,Dec,Monday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,2,Q4,0-5 years,0,0,53.83,1,3,4,1
234,Moped,594,1998,MOTORCYCLE,Blue,2021-11-06,102,2021,11,Nov,Saturday,Piaggio,Standard,Auckland,New Zealand,1695200.0,343.09,23,Q4,20+ years,0,1,96.15,6,2,4,4
235,Roadbike,611,2003,GSX250,Silver,2021-12-30,104,2021,12,Dec,Thursday,Suzuki,Standard,Bay of Plenty,New Zealand,347700.0,28.8,18,Q4,11-20 years,0,1,127.98,4,3,4,3
236,Roadbike,611,2009,VL800,Black,2022-03-31,102,2022,3,Mar,Thursday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,13,Q1,11-20 years,0,1,96.15,4,6,1,3
237,Trailer,623,2002,DOMESTIC TRAILER,Grey,2021-12-29,102,2021,12,Dec,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,19,Q4,11-20 years,0,0,96.15,3,3,4,3
238,Trailer,514,2019,8X5 TANDEM,Silver,2022-01-09,114,2022,1,Jan,Sunday,Briford,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,7,4,1,1
239,Trailer,623,2016,KEA,Silver,2021-10-14,102,2021,10,Oct,Thursday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q4,0-5 years,0,0,96.15,4,1,4,1
240,Trailer,623,2019,TANDEM,Silver,2022-02-16,114,2022,2,Feb,Wednesday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,3,5,1,1
241,Roadbike,611,2007,VL800,Black,2022-01-17,102,2022,1,Jan,Monday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,0,1,96.15,1,4,1,3
242,Trailer,549,1977,OLEARY 1 AXLE,Silver,2022-03-02,107,2022,3,Mar,Wednesday,Homebuilt,Standard,Taranaki,New Zealand,127300.0,17.55,45,Q1,20+ years,0,0,87.98,3,6,1,4
243,Trailer,623,2001,DOMESTIC TRAILER,Silver,2022-01-13,108,2022,1,Jan,Thursday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,21,Q1,20+ years,0,0,53.83,4,4,1,4
244,Boat Trailer,623,2019,HOMEBUILT,Silver,2021-12-15,102,2021,12,Dec,Wednesday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,3,3,4,1
245,Boat Trailer,623,2019,BOAT,Silver,2022-01-31,101,2022,1,Jan,Monday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,3,Q1,0-5 years,0,0,116.13,1,4,1,1
246,Trailer,623,2019,HOMEBUILT,Black,2021-11-17,106,2021,11,Nov,Wednesday,Trailer,Standard,Hawke's Bay,New Zealand,182700.0,12.92,2,Q4,0-5 years,0,0,54.73,3,2,4,1
247,Trailer,516,2019,8X5 TANDEM TRAILER,Silver,2021-10-18,114,2021,10,Oct,Monday,Buffalo,Standard,Canterbury,New Zealand,655000.0,14.72,2,Q4,0-5 years,0,0,100.76,1,1,4,1
248,Boat Trailer,623,2019,BOAT,Silver,2022-03-04,102,2022,3,Mar,Friday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,0,96.15,5,6,1,1
249,Trailer,623,2019,M J SINGLE AXLE,Silver,2022-01-24,114,2022,1,Jan,Monday,Trailer,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,0,100.76,1,4,1,1
250,Trailer,549,2019,DOMESTIC TRAILER,Black,2022-01-06,102,2022,1,Jan,Thursday,Homebuilt,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,0,96.15,4,4,1,1
251,Trailer,623,1940,HOMEBUILT,White,2021-11-26,115,2021,11,Nov,Friday,Trailer,Standard,Otago,New Zealand,246000.0,7.89,81,Q4,20+ years,0,0,56.5,5,2,4,4
252,Trailer,538,2019,DOMESTIC TRAILER,Silver,2022-03-21,109,2022,3,Mar,Monday,Factory Built,Standard,Wellington,New Zealand,543500.0,67.52,3,Q1,0-5 years,0,0,76.72,1,6,1,1
253,Trailer - Heavy,623,2019,ROADCHIEF,Silver,2021-10-24,104,2021,10,Oct,Sunday,Trailer,Standard,Bay of Plenty,New Zealand,347700.0,28.8,2,Q4,0-5 years,0,0,127.98,7,1,4,1
254,Trailer,623,1997,K64SE,Silver,2021-11-04,111,2021,11,Nov,Thursday,Trailer,Standard,Nelson,New Zealand,54500.0,129.15,24,Q4,20+ years,0,0,168.81,4,2,4,4
255,Trailer,623,1997,OLEARY,Silver,2022-04-04,108,2022,4,Apr,Monday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,25,Q2,20+ years,0,0,53.83,1,7,2,4
256,Boat Trailer,623,2001,LOCAL,Silver,2022-03-15,101,2022,3,Mar,Tuesday,Trailer,Standard,Northland,New Zealand,201500.0,16.11,21,Q1,20+ years,0,0,116.13,2,6,1,4
257,Trailer,623,2017,CONCEPT,Silver,2021-10-28,108,2021,10,Oct,Thursday,Trailer,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,4,Q4,0-5 years,0,0,53.83,4,1,4,1
258,Trailer,616,2019,DOMESTIC TRAILER,Silver,2022-03-25,109,2022,3,Mar,Friday,Titan,Standard,Wellington,New Zealand,543500.0,67.52,3,Q1,0-5 years,0,0,76.72,5,6,1,1
259,Boat Trailer,549,2019,BOAT TRAILER,Silver,2021-10-29,102,2021,10,Oct,Friday,Homebuilt,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,0,96.15,5,1,4,1
260,Roadbike,636,2005,YZF-R6T,Grey,2022-02-17,102,2022,2,Feb,Thursday,Yamaha,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q1,11-20 years,0,1,96.15,4,5,1,3
